slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
coingecko-api-analyst,,!offer:coingecko-api-analyst,,astar,,,,,,,,,
coingecko-api-basic,,!offer:coingecko-api-basic,,astar,,,,,,,,,
coingecko-api-lite,,!offer:coingecko-api-lite,,astar,,,,,,,,,
messari-astar,,!offer:messari,"[""[Get tokens](https://messari.io/project/astar-network/network-metrics)""]",astar,,,,,,,,,
