slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
artemis,,!offer:artemis,"[""[Dashboard](https://app.artemisanalytics.com/asset/core?tab=overview)""]",mainnet,,,,,,,,,
defillama,,!offer:defillama,"[""[Dashboard](https://defillama.com/chain/Core)""]",mainnet,,,,,,,,,
growthepie,,!offer:growthepie,"[""[Dashboard](https://www.growthepie.com/chains/core)""]",mainnet,,,,,,,,,
